Year,Month,Chinese Entity,Quantity in Millions,Share Size,Transaction Party,Sector,Subsector,Country,Region,OBOR
2012,October,Yuanda,$150 ,,,Real estate,Construction,Australia,Australia,0
2012,October,Beijing Jingmei,$100 ,24%,Coal of Africa,Energy,Coal,South Africa,Sub-Saharan Africa,1
2012,October,CNOOC,"$1,930 ",,BG,Energy,Gas,Australia,Australia,0
2012,October,CNPC,"$1,510 ",50%,TransCanada,Energy,Oil,Canada,North America,0
2012,October,Sinopec,$170 ,50%,Mercuria,Energy,Oil,Switzerland,Europe,0
2012,October,Haier,$680 ,100%,Fisher and Paykel,Other,Consumer,New Zealand,East Asia,1
2012,October,Shanghai Greenland,$900 ,,,Real estate,Property,South Korea,East Asia,1
2012,October,Shandong Linglong Tyre,$120 ,,,Transport,Autos,Thailand,East Asia,1
2012,October,SAIC,$150 ,51%,CP Group,Transport,Autos,Thailand,East Asia,1
2012,October,CIC,$730 ,10%,Heathrow Holding,Transport,Aviation,United Kingdom,Europe,0
2012,October,Sailun Tire,$100 ,,,Transport,Autos,Vietnam,East Asia,1
2012,November,Shanghai Electric,$990 ,33%,Saline Water,Agriculture,,Saudi Arabia,Arab Middle East and North Africa,1
2012,November,Power Construction Corp,$650 ,,,Energy,,Zambia,Sub-Saharan Africa,0
2012,November,State Construction Engineering,$110 ,,,Real estate,Construction,Singapore,East Asia,1
2012,November,Sinoma,$210 ,,Bosawa,Real estate,Construction,Indonesia,East Asia,1
2012,November,Huawei,$500 ,,Vimpelcom,Technology,Telecom,Pakistan,West Asia,1
2012,November,China Communications Construction,$480 ,,,Transport,Autos,Uganda,Sub-Saharan Africa,0
2012,November,China National Chemical Engineering,$340 ,,SABIC,Transport,Shipping,Saudi Arabia,Arab Middle East and North Africa,1
2012,November,Tebian Electric Apparatus,$350 ,,,Energy,Coal,Tajikistan,West Asia,1
2012,November,Shanghai Zhongfu,$730 ,,,Agriculture,,Australia,Australia,0
2012,November,Sinopec,"$2,500 ",20%,Total,Energy,Oil,Nigeria,Sub-Saharan Africa,0
2012,November,State Grid,$510 ,41%,ElectraNet,Energy,,Australia,Australia,0
2012,November,CIC,$110 ,13%,Brookefield,Other,Timber,Canada,North America,0
2012,November,China National Building Material,$300 ,,Tajik Aluminum,Real estate,Construction,Tajikistan,West Asia,1
2012,November,CIC,$400 ,,Deutsche Bank,Real estate,Property,United Kingdom,Europe,0
2012,November,CIC,$460 ,33%,Prosperitas,Logistics,,Brazil,South America,0
2012,November,Mengniu,$150 ,,,Agriculture,,New Zealand,East Asia,1
2012,December,Harbin Electric,$640 ,,Genting,Energy,Coal,Indonesia,East Asia,1
2012,December,CNPC,$900 ,50%,KazMunaiGas,Energy,Gas,Kazakhstan,West Asia,1
2012,December,MCC,"$1,480 ",,,Other,Timber,Malaysia,East Asia,1
2012,December,"Tebian Electric Apparatus, Power Construction Corp",$400 ,,,Energy,,Angola,Sub-Saharan Africa,0
2012,December,State Construction Engineering,$140 ,,,Real estate,Construction,Singapore,East Asia,1
2012,December,China Railway Engineering,$140 ,,,Transport,Autos,Tanzania,Sub-Saharan Africa,0
2012,December,China Communications Construction,$400 ,,,Transport,Autos,Cameroon,Sub-Saharan Africa,0
2012,December,Yili Industrial,$170 ,100%,Oceania Dairy,Agriculture,,New Zealand,East Asia,1
2012,December,Wanxiang,$260 ,,A123,Energy,Alternative,United States,USA,0
2012,December,Three Gorges,$470 ,49%,Renovaveis,Energy,Alternative,Portugal,Europe,0
2012,December,CNPC,"$1,630 ",,BHP,Energy,Gas,Australia,Australia,0
2012,December,CNPC,"$2,180 ",49%,Encana,Energy,Gas,Canada,North America,0
2012,December,CNOOC,"$15,100 ",,Nexen,Energy,,Canada,North America,0
2012,December,"Hebei Iron and Steel, General Development, Tewoo",$380 ,"35%,25%,20%",Palabora Mining,Metals,Copper,South Africa,Sub-Saharan Africa,1
2012,December,Sinosteel,$660 ,,,Metals,Steel,Cameroon,Sub-Saharan Africa,0
2012,December,Chengdu Tianqi Industry and CIC,$840 ,"65%, 35%",Talison Lithium,Metals,,Australia,Australia,0
2012,December,Jiangsu Jinsheng,$700 ,,Oerlikon,Other,Textiles,Switzerland,Europe,0
2012,December,Zoomlion,$240 ,40%,Compagnia Italiana Forme Acciaio,Real estate,Construction,Italy,Europe,0
2012,December,Country Garden Holdings,$330 ,,,Real estate,Property,Malaysia,East Asia,1
2012,December,"China Shipping, China Ocean Shipping, China Merchants",$140 ,"10%,10%,10%",Yang Ming Marine,Logistics,,Taiwan,East Asia,0
2012,December,CNPC,$500 ,,KazMunaiGas,Energy,Gas,Kazakhstan,West Asia,1
2012,December,Anhui Conch,$200 ,,,Real estate,Construction,Indonesia,East Asia,1
2012,December,Hualing,$170 ,,,Real estate,Property,Georgia,West Asia,1
2012,December,Sinomach,"$1,150 ",50%,Cambodia Petrochemical,Energy,Oil,Cambodia,East Asia,1
2013,January,China National Chemical Engineering,"$1,100 ",,Ciner Holding,Chemicals,,Turkey,West Asia,1
2013,January,China Communications Construction,$300 ,80%,,Energy,Hydro,Pakistan,West Asia,1
2013,January,Power Construction Corp,$250 ,,PLN,Energy,Coal,Indonesia,East Asia,1
2013,January,Power Construction Corp,$500 ,,,Energy,Hydro,C?te d'Ivoire,Sub-Saharan Africa,0
2013,January,China Nonferrous,$710 ,,,Metals,Steel,Iran,West Asia,1
2013,January,State Construction Engineering,$320 ,,,Real estate,Construction,Mozambique,Sub-Saharan Africa,0
2013,January,Sinomach,$130 ,,JD Development,Real estate,Construction,Canada,North America,0
2013,January,State Construction Engineering,$110 ,,,Tourism,,Eq. Guinea,Sub-Saharan Africa,0
2013,January,China Communications Construction,$850 ,,,Transport,Autos,Serbia,Europe,1
2013,January,Three Gorges,$390 ,,,Energy,Hydro,Ecuador,South America,0
2013,January,China Henan International Cooperation,$210 ,,,Transport,Autos,Zambia,Sub-Saharan Africa,0
2013,January,State Construction Engineering,$160 ,,,Transport,Aviation,United Arab Emirates,Arab Middle East and North Africa,1
2013,January,Three Gorges,$260 ,,,Logistics,,Pakistan,West Asia,1
2013,January,China Communications Construction,$930 ,,,Transport,Shipping,C?te d'Ivoire,Sub-Saharan Africa,0
2013,January,China Railway Engineering,"$1,600 ",,Cambodia Iron,Metals,Steel,Cambodia,East Asia,1
2013,January,Three Gorges,$150 ,,,Transport,Autos,Ghana,Sub-Saharan Africa,0
2013,January,Three Gorges,$100 ,,,Energy,Hydro,Algeria,Arab Middle East and North Africa,0
2013,January,Xiamen University,$190 ,,,Other,Education,Malaysia,East Asia,1
2013,January,Sinochem,"$1,700 ",40%,Pioneer Natural Resouces,Energy,Oil,United States,USA,0
2013,January,Minmetals,"$1,570 ",,,Metals,,Australia,Australia,0
2013,January,China Merchants,$530 ,49%,CMA CGM,Transport,Shipping,France,Europe,0
2013,January,China Energy Engineering,$130 ,,,Energy,Hydro,Nepal,West Asia,1
2013,February,Power Construction Corp,$350 ,,,Energy,Hydro,Honduras,North America,0
2013,February,Sinomach,$250 ,,,Other,Medical,Ecuador,South America,0
2013,February,State Construction Engineering,$400 ,,,Tourism,,Algeria,Arab Middle East and North Africa,0
2013,February,Genertec,$460 ,,Aksa Enerji,Energy,Hydro,Turkey,West Asia,1
2013,February,COFCO,$180 ,,,Agriculture,,New Zealand,East Asia,1
2013,February,Sinopec,"$1,020 ",50%,Chesapeake Energy,Energy,Oil,United States,USA,0
2013,February,CIC,$100 ,20%,Moscow Stock Exchange,Finance,Investment,Russia,West Asia,0
2013,February,CITIC,$470 ,13%,Alumina Ltd.,Metals,Aluminum,Australia,Australia,0
2013,February,Guangxi Beibu,$650 ,,,Metals,,Malaysia,East Asia,1
2013,February,SAFE,$110 ,49%,One Angel Square,Real estate,Property,United Kingdom,Europe,0
2013,February,SAFE,$840 ,40%,UPP Group,Real estate,Property,United Kingdom,Europe,0
2013,February,Vanke,$430 ,70%,Tishman Speyer,Real estate,Property,United States,USA,0
2013,February,HNA,$310 ,20%,NH Hoteles,Tourism,,Spain,Europe,0
2013,February,Geely Auto,$150 ,,Manganese Bronze,Transport,Autos,United Kingdom,Europe,0
2013,February,Guangxi Beibu,$480 ,40%,IJM Corporation,Transport,Shipping,Malaysia,East Asia,1
2013,March,State Construction Engineering,$110 ,,,Energy,Coal,Indonesia,East Asia,1
2013,March,Power Construction Corp,$300 ,,OM Holdings,Metals,,Malaysia,East Asia,1
2013,March,Sinoma,$120 ,,Tunggal Prakarsa,Real estate,Construction,Indonesia,East Asia,1
2013,March,State Construction Engineering,$120 ,,,Other,Medical,United Arab Emirates,Arab Middle East and North Africa,1
2013,March,Shanghai Construction,$250 ,,,Transport,Autos,Cambodia,East Asia,1
2013,March,State Construction Engineering,$100 ,,,Transport,Autos,Zambia,Sub-Saharan Africa,0
2013,March,State Development and Investment Corp,$680 ,,Ethiopia Sugar,Agriculture,,Ethiopia,Sub-Saharan Africa,1
2013,March,China Senyang International Economic and Technical Cooperation Corp,$100 ,,,Agriculture,,Papua New Guinea,East Asia,0
2013,March,China Poly,$200 ,,,Other,Medical,Sri Lanka,West Asia,1
2013,March,Fujian Construction Engineering,$130 ,,,Chemicals,,Congo,Sub-Saharan Africa,0
2013,March,CNPC,"$4,210 ",29%,,Energy,Gas,Mozambique,Sub-Saharan Africa,0
2013,March,State Grid,"$1,140 ",,Sintez,Energy,,Russia,West Asia,0
2013,March,Anhui Foreign Economic Construction,$170 ,,,Metals,,Dem. Rep. Congo,Sub-Saharan Africa,0
2013,March,Beijing Enterprises,$100 ,100%,Compagnie Generale de Eaux,Utilities,,Portugal,Europe,0
2013,March,State Construction Engineering,$250 ,,,Real estate,Property,United Kingdom,Europe,0
2013,March,Shandong Bright Ruby,$200 ,,Investa,Real estate,Property,Australia,Australia,0
2013,April,China Energy Engineering,$180 ,,,Energy,Coal,Bangladesh,West Asia,1
2013,April,Sinomach,$220 ,,,Other,Medical,S. Sudan,Sub-Saharan Africa,0
2013,April,Huawei,$750 ,,Globacom,Technology,Telecom,Nigeria,Sub-Saharan Africa,0
2013,April,ZTE,$500 ,,Globacom,Technology,Telecom,Nigeria,Sub-Saharan Africa,0
2013,April,Huawei,"$1,300 ",,VimpelCom,Technology,Telecom,Italy,Europe,0
2013,April,Jiangsu International,$200 ,,,Transport,Aviation,Zimbabwe,Sub-Saharan Africa,0
2013,April,China Communications Construction,$480 ,,,Transport,Shipping,Kenya,Sub-Saharan Africa,0
2013,April,State Grid,"$1,460 ",,,Energy,,Ethiopia,Sub-Saharan Africa,1
2013,April,China Energy Engineering,$600 ,,Filinvest,Energy,Coal,Philippines,East Asia,1
2013,April,Power Construction Corp,$130 ,,,Energy,Oil,Niger,Sub-Saharan Africa,0
2013,April,COFCO,$320 ,,,Agriculture,,Brazil,South America,0
2013,April,China National Aviation Fuel,$130 ,26%,,Energy,Oil,South Korea,East Asia,1
2013,April,Hongye Investment,$100 ,,Singpoli,Finance,Investment,United States,USA,0
2013,April,China Nonferrous,$750 ,50%,East Siberian Metals,Metals,,Russia,West Asia,0
2013,April,Tianjin Development,$500 ,,,Real estate,Property,Egypt,Arab Middle East and North Africa,1
2013,April,CIC,$100 ,21%,Russia Forest Products,Other,Timber,Russia,West Asia,0
2013,April,Vanke,$110 ,30%,,Real estate,Property,Singapore,East Asia,1
2013,April,Fosun,$240 ,96%,Alma Lasers,Other,Medical,Israel,Europe,1
2013,May,Power Construction Corp,$240 ,,Malaysian National Electric,Energy,,Malaysia,East Asia,1
2013,May,Sinomach,$230 ,,,Utilities,,Sri Lanka,West Asia,1
2013,May,Harbin Electric,"$2,400 ",,Hattat Holding,Energy,Coal,Turkey,West Asia,1
2013,May,China Energy Engineering,$560 ,33%,Tauran,Energy,Coal,Poland,Europe,1
2013,May,Power Construction Corp,$240 ,,Tenaga,Energy,Gas,Malaysia,East Asia,1
2013,May,Minmetals,$250 ,,Donetsksteel,Metals,Steel,Ukraine,Europe,1
2013,May,Sinoma,$200 ,,PPC Cement,Real estate,Construction,Dem. Rep. Congo,Sub-Saharan Africa,0
2013,May,Sinomach,$130 ,,,Technology,Telecom,Bangladesh,West Asia,1
2013,May,State Construction Engineering,$130 ,,,Transport,Autos,United States,USA,0
2013,May,China Communications Construction,$120 ,,,Transport,Shipping,Gabon,Sub-Saharan Africa,0
2013,May,China Energy Engineering,$280 ,,,Energy,Coal,Bangladesh,West Asia,1
2013,May,Shuanghui,"$7,100 ",100%,Smithfield Foods,Agriculture,,United States,USA,0
2013,May,State Grid,$810 ,20%,Singapore Power,Energy,,Australia,Australia,0
2013,May,State Grid,"$3,810 ",60%,Singapore Power,Energy,,Australia,Australia,0
2013,May,China Construction Bank,$100 ,2%,VTB Bank,Finance,Banking,Russia,West Asia,0
2013,May,Fosun,$100 ,,Gunung Gahapi,Metals,Steel,Indonesia,East Asia,1
2013,May,Shandong Qixing,$140 ,,Stonewall Resources,Metals,,Australia,Australia,0
2013,May,Keep Glory,$120 ,,,Other,Textiles,Vietnam,East Asia,1
2013,May,CDH,$110 ,20%,Mobile World,Technology,Telecom,Vietnam,East Asia,1
2013,May,Fosun,$360 ,46%,Club Med,Tourism,,France,Europe,0
2013,June,Sinomach,$650 ,,,Energy,,Congo,Sub-Saharan Africa,0
2013,June,Sinomach,$140 ,,,Utilities,,Zimbabwe,Sub-Saharan Africa,0
2013,June,Sinomach,$100 ,,,Other,Medical,Zimbabwe,Sub-Saharan Africa,0
2013,June,Sinomach,$650 ,,,Agriculture,,Ethiopia,Sub-Saharan Africa,1
2013,June,Three Gorges,$110 ,,,Energy,Hydro,Thailand,East Asia,1
2013,June,Power Construction Corp,$120 ,,,Real estate,Construction,Congo,Sub-Saharan Africa,0
2013,June,State Construction Engineering,$240 ,,,Other,Education,Eq. Guinea,Sub-Saharan Africa,0
2013,June,Shanghai Construction,$160 ,,,Other,Medical,Trinidad and Tobago,North America,0
2013,June,Shandong Gaosu,$330 ,19%,,Transport,Autos,Serbia,Europe,1
2013,June,China Communications Construction,$140 ,,,Transport,Autos,Papua New Guinea,East Asia,0
2013,June,China Communications Construction,$600 ,,,Transport,Autos,Qatar,Arab Middle East and North Africa,1
2013,June,China Railway Engineering,$460 ,,,Transport,Rail,Uzbekistan,West Asia,1
2013,June,Jiangxi International Economic and Technical Cooperation,$390 ,,,Transport,Aviation,Zambia,Sub-Saharan Africa,0
2013,June,Sinosteel,$290 ,,Cudeco,Metals,,Australia,Australia,0
2013,June,Comtec Solar,$380 ,,,Energy,Alternative,Malaysia,East Asia,1
2013,June,CNPC,$940 ,20%,Novatek,Energy,Gas,Russia,West Asia,0
2013,June,Sinopec,"$1,520 ",10%,Marathon,Energy,Oil,Angola,Sub-Saharan Africa,0
2013,June,Xugong Construction Machinery,$200 ,,,Real estate,Construction,Brazil,South America,0
2013,June,Dalian Wanda,"$1,090 ",,,Real estate,Property,United Kingdom,Europe,0
2013,June,AVIC,$260 ,,,Real estate,Property,Sri Lanka,West Asia,1
2013,June,Soho China,$680 ,20%,GM Building,Real estate,Property,United States,USA,0
2013,June,Zarsion,$750 ,,Signature Development,Real estate,Property,United States,USA,0
2013,June,Mindray Medical,$110 ,100%,ZONARE Systems,Other,Medical,United States,USA,0
2013,June,Shanghai MicroPort Scientific,$290 ,,Wright Medical,Other,Medical,United States,USA,0
2013,June,Dalian Wanda,$500 ,92%,Sunseeker,Transport,Shipping,United Kingdom,Europe,0
2013,June,State Construction Engineering,$450 ,45%,Viceroy Palm,Tourism,,United Arab Emirates,Arab Middle East and North Africa,1
2013,July,Three Gorges,$120 ,,,Utilities,,S. Sudan,Sub-Saharan Africa,0
2013,July,"Power Construction Corp, Sinopec",$340 ,,Ethiopian Electric Power,Energy,Alternative,Ethiopia,Sub-Saharan Africa,1
2013,July,Power Construction Corp,$360 ,,ONEE,Energy,Coal,Morocco,Arab Middle East and North Africa,1
2013,July,Power Construction Corp,$280 ,,KTG,Energy,Gas,Bosnia and Herz.,Europe,1
2013,July,Three Gorges,$560 ,,,Energy,Hydro,Uganda,Sub-Saharan Africa,0
2013,July,Harbin Electric,$600 ,,Celec,Energy,Hydro,Ecuador,South America,0
2013,July,CNPC,$550 ,,,Energy,Oil,Iraq,Arab Middle East and North Africa,1
2013,July,Sinomach,$420 ,,Eurafric,Energy,,Nigeria,Sub-Saharan Africa,0
2013,July,Sinomach,$200 ,,,Energy,,Nigeria,Sub-Saharan Africa,0
2013,July,State Construction Engineering,$160 ,,,Entertainment,,Algeria,Arab Middle East and North Africa,0
2013,July,China Communications Construction,$500 ,,,Utilities,,Saudi Arabia,Arab Middle East and North Africa,1
2013,July,China Railway Engineering,$300 ,,,Transport,Aviation,Sierra Leone,Sub-Saharan Africa,0
2013,July,China Communications Construction,$100 ,,,Transport,Shipping,Malaysia,East Asia,1
2013,July,Three Gorges,$330 ,,,Energy,Hydro,Cameroon,Sub-Saharan Africa,0
2013,July,China Communications Construction,$700 ,,,Transport,Aviation,Sudan,Arab Middle East and North Africa,0
2013,July,Huawei,$200 ,,Telikom PNG,Technology,Telecom,Papua New Guinea,East Asia,0
2013,July,Sinopec,$110 ,,,Chemicals,,Singapore,East Asia,1
2013,July,CNPC,"$5,300 ",8%,KazMunaiGas National,Energy,Oil,Kazakhstan,West Asia,1
2013,July,Meidu Holding,$140 ,100%,Woodbine,Energy,Oil,United States,USA,0
2013,July,Yunnan Copper-led consortium,$180 ,100%,Kilembe Mines,Metals,Copper,Uganda,Sub-Saharan Africa,0
2013,July,China Molybdenum,$820 ,80%,Rio Tinto,Metals,Copper,Australia,Australia,0
2013,July,Kingho Energy,"$1,700 ",,,Metals,Steel,Sierra Leone,Sub-Saharan Africa,0
2013,July,Tencent,$350 ,6%,Activision,Entertainment,,United States,USA,0
2013,July,Ping An,$390 ,,Commerz Real,Real estate,Property,United Kingdom,Europe,0
2013,July,Shanghai Greenland,$990 ,,California State Teachers' Retirement System,Real estate,Property,United States,USA,0
2013,July,Shanghai Greenland,$240 ,,Melia Hotels,Tourism,,Spain,Europe,0
2013,July,Tsingshan Steel,$320 ,50%,Bintang Delpan,Metals,Steel,Indonesia,East Asia,1
2013,July,MCC,$240 ,,,Real estate,Property,Singapore,East Asia,1
2013,August,Power Construction Corp,"$2,700 ",,,Energy,Coal,India,West Asia,1
2013,August,Sinomach,$220 ,,,Energy,,Turkey,West Asia,1
2013,August,Power Construction Corp,$100 ,,Sarawak Cable,Energy,,Malaysia,East Asia,1
2013,August,Sinomach,$100 ,,,Energy,,Uganda,Sub-Saharan Africa,0
2013,August,State Construction Engineering,$290 ,,,Agriculture,,Bangladesh,West Asia,1
2013,August,Sinomach,$320 ,,,Other,Education,Eq. Guinea,Sub-Saharan Africa,0
2013,August,Huawei,$800 ,,,Technology,Telecom,Ethiopia,Sub-Saharan Africa,1
2013,August,China Communications Construction,$470 ,,,Transport,Autos,Costa Rica,North America,0
2013,August,Sinomach,$200 ,,,Transport,Autos,Eq. Guinea,Sub-Saharan Africa,0
2013,August,AVIC,$240 ,,,Transport,Autos,Zambia,Sub-Saharan Africa,0
2013,August,China Communications Construction,$300 ,,,Logistics,,Sri Lanka,West Asia,1
2013,August,Three Gorges,"$1,650 ",,,Energy,Hydro,Pakistan,West Asia,1
2013,August,Sinopec,"$3,100 ",33%,Apache,Energy,,Egypt,Arab Middle East and North Africa,1
2013,August,Shanxi Coking Coal,$140 ,100%,Inova,Metals,,Australia,Australia,0
2013,August,Belle International and CDH,$160 ,55%,Baroque Japan,Other,Textiles,Japan,East Asia,0
2013,August,Shandong Bright Ruby,$910 ,,Park Hotel,Real estate,Property,Singapore,East Asia,1
2013,August,China Ocean Shipping,$300 ,,,Logistics,,Greece,Europe,0
2013,August,China Railway Rolling Stock,$130 ,,,Transport,Rail,Malaysia,East Asia,1
2013,August,Power Construction Corp,$120 ,90%,Upper Marshyangdi,Energy,Hydro,Nepal,West Asia,1
2013,September,Power Construction Corp,"$1,690 ",,,Energy,Hydro,Uganda,Sub-Saharan Africa,0
2013,September,Power Construction Corp,"$1,700 ",,Al-Lajjun Oil Shale,Energy,Oil,Jordan,Arab Middle East and North Africa,1
2013,September,CNPC and CNOOC,$170 ,,,Energy,Oil,Iraq,Arab Middle East and North Africa,1
2013,September,China Communications Construction,$140 ,,,Transport,Autos,Vietnam,East Asia,1
2013,September,China Communications Construction,$100 ,,,Transport,Aviation,Sri Lanka,West Asia,1
2013,September,China Communications Construction,$390 ,,Aramco,Transport,Shipping,Saudi Arabia,Arab Middle East and North Africa,1
2013,September,Three Gorges,$600 ,,Electricite du Laos,Energy,,Laos,East Asia,1
2013,September,CIC,"$2,040 ",13%,Uralkali,Agriculture,,Russia,West Asia,0
2013,September,CNOOC,"$2,000 ",85%,Kingfisher,Energy,Oil,Uganda,Sub-Saharan Africa,0
2013,September,Sinopec,"$1,400 ",,Junin 1,Energy,Oil,Venezuela,South America,0
2013,September,Ansteel,$230 ,12%,Gindalbie Metals,Metals,Steel,Australia,Australia,0
